title,author,rating,ratings,score,link,autors link
Лісова пісня,Lesia Ukrainka, 4.33 ,1.375,2026,https://www.goodreads.com/book/show/12361871,https://www.goodreads.com/author/show/5128588.Lesia_Ukrainka
Тореадори з Васюківки,Vsevolod Nestayko, 4.65 ,1.388,1875,https://www.goodreads.com/book/show/20486642,https://www.goodreads.com/author/show/5156729.Vsevolod_Nestayko
Солодка Даруся,Maria Matios, 4.29 ,1.191,1717,https://www.goodreads.com/book/show/6285178,https://www.goodreads.com/author/show/2992859.Maria_Matios
Кобзар,Taras Shevchenko, 4.39 ,831,1480,https://www.goodreads.com/book/show/8732968,https://www.goodreads.com/author/show/135390.Taras_Shevchenko
Тіні забутих предків та інші твори,Mykhailo Kotsiubynsky, 4.21 ,843,1332,https://www.goodreads.com/book/show/16051373,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky
Енеїда,Ivan Kotliarevsky, 4.03 ,839,1240,https://www.goodreads.com/book/show/16394330,https://www.goodreads.com/author/show/7825736.Ivan_Kotliarevsky
"Хіба ревуть воли, як ясла повні?",Панас Мирний, 3.85 ,910,1207,https://www.goodreads.com/book/show/13615962,https://www.goodreads.com/author/show/16358076._
Марія,Улас Самчук, 4.38 ,434,1160,https://www.goodreads.com/book/show/14838531,https://www.goodreads.com/author/show/5159980._
Сад Гетсиманський,Ivan Bahrianyi, 4.76 ,529,1071,https://www.goodreads.com/book/show/7251345,https://www.goodreads.com/author/show/14109101.Ivan_Bahrianyi
Death and the Penguin,Andrey Kurkov, 3.82 ,11.832,1070,https://www.goodreads.com/book/show/152893.Death_and_the_Penguin,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Perverzion,Yuri Andrukhovych, 3.90 ,330,1065,https://www.goodreads.com/book/show/1459192.Perverzion,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych
Земля,Ольга Кобилянська, 3.94 ,417,1014,https://www.goodreads.com/book/show/13501712,https://www.goodreads.com/author/show/21241391._
Depeche Mode,Serhiy Zhadan, 3.96 ,1.294,930,https://www.goodreads.com/book/show/8937840-depeche-mode,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Жовтий князь,Василь Барка, 4.39 ,394,853,https://www.goodreads.com/book/show/14624027,https://www.goodreads.com/author/show/6093925._
Ворошиловград,Сергій Жадан, 4.01 ,1.756,792,https://www.goodreads.com/book/show/12365588,https://www.goodreads.com/author/show/20907321._
A Short History of Tractors in Ukrainian,Marina Lewycka, 3.42 ,30.534,772,https://www.goodreads.com/book/show/118726.A_Short_History_of_Tractors_in_Ukrainian,https://www.goodreads.com/author/show/41814.Marina_Lewycka
Танґо смерті,Yuri Vynnychuk, 4.38 ,715,765,https://www.goodreads.com/book/show/16116757,https://www.goodreads.com/author/show/4454935.Yuri_Vynnychuk
Selected Poetry/Вибрані поезії,Taras Shevchenko, 4.12 ,224,763,https://www.goodreads.com/book/show/231386.Selected_Poetry_,https://www.goodreads.com/author/show/135390.Taras_Shevchenko
Лис Микита,Іван Франко, 4.37 ,219,708,https://www.goodreads.com/book/show/2814074,https://www.goodreads.com/author/show/11097570._
The Master and Margarita,Mikhail Bulgakov, 4.30 ,294.023,674,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,https://www.goodreads.com/author/show/3873.Mikhail_Bulgakov
Воццек,Yuri Izdryk, 3.56 ,126,657,https://www.goodreads.com/book/show/4556774,https://www.goodreads.com/author/show/5188382.Yuri_Izdryk
Notre Dame d’Ukraine: Українка в конфлікті міфологій,Oksana Zabuzhko, 4.61 ,104,656,https://www.goodreads.com/book/show/11339504-notre-dame-d-ukraine,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Anarchy in the UKR,Serhiy Zhadan, 3.70 ,591,654,https://www.goodreads.com/book/show/2985453-anarchy-in-the-ukr,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Культ,Lyubko Deresh, 3.64 ,906,654,https://www.goodreads.com/book/show/5390449,https://www.goodreads.com/author/show/14159666.Lyubko_Deresh
Фелікс Австрія,Sofia Andrukhovych, 4.13 ,1.786,645,https://www.goodreads.com/book/show/23152026,https://www.goodreads.com/author/show/4425923.Sofia_Andrukhovych
Rekreacje,Yuri Andrukhovych, 3.86 ,503,643,https://www.goodreads.com/book/show/11132887-rekreacje,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych
Dwanaście kręgów,Yuri Andrukhovych, 3.75 ,430,642,https://www.goodreads.com/book/show/12101378-dwana-cie-kr-g-w,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych
"FM ""Галичина""",Taras Prokhasko, 4.37 ,251,634,https://www.goodreads.com/book/show/10470199-fm,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko
Village Evenings Near Dikanka and Mirgorod,Nikolai Gogol, 4.20 ,9.745,621,https://www.goodreads.com/book/show/195680.Village_Evenings_Near_Dikanka_and_Mirgorod,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Захар Беркут,Ivan Franko, 4.05 ,779,615,https://www.goodreads.com/book/show/6636608,https://www.goodreads.com/author/show/21289491.Ivan_Franko
The UnSimple,Taras Prokhasko, 4.12 ,561,595,https://www.goodreads.com/book/show/12890430-the-unsimple,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko
П’ятикнижжя,Грицько Чубай, 4.75 ,169,573,https://www.goodreads.com/book/show/18933061,https://www.goodreads.com/author/show/7425225._
Червоний,Andriy Kokotukha, 4.24 ,266,558,https://www.goodreads.com/book/show/16116765,https://www.goodreads.com/author/show/16127899.Andriy_Kokotukha
Dead Souls,Nikolai Gogol, 3.98 ,75.657,558,https://www.goodreads.com/book/show/209268.Dead_Souls,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Сонячні кларнети,Pavlo Tychyna, 4.05 ,83,551,https://www.goodreads.com/book/show/13436159,https://www.goodreads.com/author/show/6407573.Pavlo_Tychyna
Місто,Valerian Pidmohylny, 4.23 ,1.351,489,https://www.goodreads.com/book/show/17228896,https://www.goodreads.com/author/show/6877491.Valerian_Pidmohylny
Зачарована Десна,Олександр Довженко, 4.20 ,666,460,https://www.goodreads.com/book/show/17735990,https://www.goodreads.com/author/show/7035681._
Перехресні стежки. Лірика,Іван Франко, 4.39 ,358,458,https://www.goodreads.com/book/show/15724749,https://www.goodreads.com/author/show/11097570._
За двома зайцями,Михайло Старицький, 4.22 ,86,449,https://www.goodreads.com/book/show/18401813,https://www.goodreads.com/author/show/8283932._
Intermezzo,Mykhailo Kotsiubynsky, 4.31 ,655,403,https://www.goodreads.com/book/show/18105592-intermezzo,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky
БотакЄ,Taras Prokhasko, 4.56 ,103,396,https://www.goodreads.com/book/show/10470232,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko
Мати все,Liuko Dashvar, 3.83 ,537,389,https://www.goodreads.com/book/show/11239372,https://www.goodreads.com/author/show/5315530.Liuko_Dashvar
Fieldwork in Ukrainian Sex,Oksana Zabuzhko, 3.59 ,1.262,388,https://www.goodreads.com/book/show/9274846-fieldwork-in-ukrainian-sex,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
The Silence of Trees,Valya Dudycz Lupescu (Goodreads Author), 3.96 ,2.905,384,https://www.goodreads.com/book/show/9517563-the-silence-of-trees,https://www.goodreads.com/author/show/2424249.Valya_Dudycz_Lupescu
The Moscoviad,Yuri Andrukhovych, 3.84 ,960,383,https://www.goodreads.com/book/show/6256569-the-moscoviad,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych
Холодний яр,Юрій Горліс-Горський, 4.77 ,243,380,https://www.goodreads.com/book/show/13632718,https://www.goodreads.com/author/show/5828792._
Століття Якова,Володимир Лис, 4.38 ,916,380,https://www.goodreads.com/book/show/13540630,https://www.goodreads.com/author/show/5774298._
Let My People Go: 15 текстів про українську революцію.,Oksana Zabuzhko, 4.10 ,50,377,https://www.goodreads.com/book/show/2853933-let-my-people-go,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Penguin Lost,Andrey Kurkov, 3.80 ,1.77,367,https://www.goodreads.com/book/show/186501.Penguin_Lost,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Вибране,Lina Kostenko, 4.64 ,74,363,https://www.goodreads.com/book/show/4435123,https://www.goodreads.com/author/show/5025003.Lina_Kostenko
The Essential Poetry Of Bohdan Ihor Antonych: Ecstasies And Elegies,Bohdan-Ihor Antonych, 4.36 ,28,362,https://www.goodreads.com/book/show/8662610-the-essential-poetry-of-bohdan-ihor-antonych,https://www.goodreads.com/author/show/585673.Bohdan_Ihor_Antonych
Fata Morgana,Mykhailo Kotsiubynsky, 3.91 ,128,350,https://www.goodreads.com/book/show/22041836-fata-morgana,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky
Чорна рада,Panteleimon Kulish, 3.80 ,721,342,https://www.goodreads.com/book/show/7177082,https://www.goodreads.com/author/show/5593880.Panteleimon_Kulish
Кайдашева сім’я,Іван Нечуй-Левицький, 4.24 ,1.378,340,https://www.goodreads.com/book/show/7770454,https://www.goodreads.com/author/show/8218106._
Поза межами болю,Осип Турянський, 4.38 ,157,290,https://www.goodreads.com/book/show/24543966,https://www.goodreads.com/author/show/12813643._
Подорож ученого доктора Леонардо і його майбутньої коханки прекрасної Альчести,Майк Йогансен, 4.25 ,133,287,https://www.goodreads.com/book/show/17280561,https://www.goodreads.com/author/show/6449198._
Лексикон таємних знань,Taras Prokhasko, 4.27 ,123,283,https://www.goodreads.com/book/show/10470263,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko
Venus in Furs,Leopold von Sacher-Masoch, 3.64 ,12.241,277,https://www.goodreads.com/book/show/427354.Venus_in_Furs,https://www.goodreads.com/author/show/77556.Leopold_von_Sacher_Masoch
Diary of a Madman,Nikolai Gogol, 3.85 ,4.544,267,https://www.goodreads.com/book/show/23614241-diary-of-a-madman,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Я (Романтика). Вибрані твори,Mykola Khvylovy, 4.18 ,422,267,https://www.goodreads.com/book/show/16050193,https://www.goodreads.com/author/show/16706199.Mykola_Khvylovy
Дефіляда в Москві,Василь Кожелянко, 4.02 ,112,265,https://www.goodreads.com/book/show/17907826,https://www.goodreads.com/author/show/6427959._
Hymne der Demokratischen Jugend,Serhiy Zhadan, 3.88 ,242,263,https://www.goodreads.com/book/show/7187996-hymne-der-demokratischen-jugend,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Записки Кирпатого Мефістофеля,Volodymyr Vynnychenko, 4.37 ,187,263,https://www.goodreads.com/book/show/16065420,https://www.goodreads.com/author/show/4803227.Volodymyr_Vynnychenko
The Selected Poems,Oleh Lysheha, 4.33 ,12,262,https://www.goodreads.com/book/show/1907520.The_Selected_Poems,https://www.goodreads.com/author/show/868425.Oleh_Lysheha
The Viy,Nikolai Gogol, 4.00 ,4.028,259,https://www.goodreads.com/book/show/23824710-the-viy,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Плач Єремії,Грицько Чубай, 4.78 ,36,241,https://www.goodreads.com/book/show/21899062,https://www.goodreads.com/author/show/7425225._
Taras Bulba,Nikolai Gogol, 3.72 ,10.934,231,https://www.goodreads.com/book/show/104696.Taras_Bulba,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Подарунок на іменини,Mykhailo Kotsiubynsky, 4.28 ,32,213,https://www.goodreads.com/book/show/26830764,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky
Привітання життя,Bohdan-Ihor Antonych, 4.59 ,27,208,https://www.goodreads.com/book/show/13583365,https://www.goodreads.com/author/show/585673.Bohdan_Ihor_Antonych
Без ґрунту,В. Домонтович, 4.29 ,65,207,https://www.goodreads.com/book/show/17256053,https://www.goodreads.com/author/show/6895169._
Служитель,Андрій Гулкевич (Goodreads Author), 4.00 ,19,200,https://www.goodreads.com/book/show/42081993,https://www.goodreads.com/author/show/17297332._
The Sky Unwashed,Irene Zabytko (Goodreads Author), 3.84 ,1.316,198,https://www.goodreads.com/book/show/934396.The_Sky_Unwashed,https://www.goodreads.com/author/show/410869.Irene_Zabytko
"Падіння орла (Трилогія ""Дейлар"", # 1)",Андрій Гулкевич (Goodreads Author), 3.95 ,20,198,https://www.goodreads.com/book/show/36532800,https://www.goodreads.com/author/show/17297332._
РАЙ.центр,Liuko Dashvar, 3.83 ,418,197,https://www.goodreads.com/book/show/13480342,https://www.goodreads.com/author/show/5315530.Liuko_Dashvar
Інтернат,Сергій Жадан, 4.40 ,2.565,197,https://www.goodreads.com/book/show/35590125,https://www.goodreads.com/author/show/20907321._
Ukrainian Folk Tales,Unknown, 4.32 ,78,196,https://www.goodreads.com/book/show/6100515-ukrainian-folk-tales,https://www.goodreads.com/author/show/4699102.Unknown
My Real Name Is Hanna,Tara Lynn Masih (Goodreads Author), 4.17 ,1.311,196,https://www.goodreads.com/book/show/53190758-my-real-name-is-hanna,https://www.goodreads.com/author/show/2889627.Tara_Lynn_Masih
Три листки за вікном,Валерій Шевчук, 4.03 ,36,195,https://www.goodreads.com/book/show/18683473,https://www.goodreads.com/author/show/5820760._
"Istemi, or KGB game in Kiev",Алексей Никитин, 3.35 ,148,194,https://www.goodreads.com/book/show/11388549-istemi-or-kgb-game-in-kiev,https://www.goodreads.com/author/show/6550903._
Диявол ховається в сирі,Юрій Андрухович, 3.81 ,135,194,https://www.goodreads.com/book/show/12744725,https://www.goodreads.com/author/show/20574188._
Лексикон інтимних міст,Юрій Андрухович, 3.77 ,294,194,https://www.goodreads.com/book/show/13142465,https://www.goodreads.com/author/show/20574188._
Село не люди,Liuko Dashvar, 3.84 ,750,194,https://www.goodreads.com/book/show/10039235,https://www.goodreads.com/author/show/5315530.Liuko_Dashvar
The Sarabande of Sara's Band,Larysa Denysenko, 4.00 ,16,193,https://www.goodreads.com/book/show/17382648-the-sarabande-of-sara-s-band,https://www.goodreads.com/author/show/6935781.Larysa_Denysenko
Leven en lot,Vasily Grossman, 4.42 ,10.744,193,https://www.goodreads.com/book/show/7639968-leven-en-lot,https://www.goodreads.com/author/show/19595.Vasily_Grossman
Порт Франківськ,Taras Prokhasko, 4.35 ,93,192,https://www.goodreads.com/book/show/10470170,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko
Hardly Ever Otherwise,Maria Matios, 4.13 ,223,192,https://www.goodreads.com/book/show/14733625-hardly-ever-otherwise,https://www.goodreads.com/author/show/2992859.Maria_Matios
Биті є. Гоцик,Liuko Dashvar, 3.73 ,190,189,https://www.goodreads.com/book/show/15765769,https://www.goodreads.com/author/show/5315530.Liuko_Dashvar
Уріж та його духи,Галина Пагутяк, 4.40 ,10,187,https://www.goodreads.com/book/show/16059257,https://www.goodreads.com/author/show/5763589._
Daraus lassen sich ein paar Erzählungen machen,Taras Prokhasko, 4.14 ,123,186,https://www.goodreads.com/book/show/10413709-daraus-lassen-sich-ein-paar-erz-hlungen-machen,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko
Добрі пісні про поганих дівчат,Дмитро Лазуткін, 3.76 ,17,184,https://www.goodreads.com/book/show/16058718,https://www.goodreads.com/author/show/6544974._
The Museum of Abandoned Secrets,Oksana Zabuzhko, 4.08 ,759,184,https://www.goodreads.com/book/show/9916169-the-museum-of-abandoned-secrets,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Mi Europa,Yuri Andrukhovych, 3.80 ,177,183,https://www.goodreads.com/book/show/6318096-mi-europa,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych
La storia di Tewje il lattivendolo,Sholom Aleichem, 4.09 ,498,183,https://www.goodreads.com/book/show/9652211-la-storia-di-tewje-il-lattivendolo,https://www.goodreads.com/author/show/18362.Sholom_Aleichem
Покинутим кораблям,Анна Малігон, 4.14 ,7,181,https://www.goodreads.com/book/show/16049399,https://www.goodreads.com/author/show/6541442._
Теплі історії до кави,Nadiyka Gerbish (Goodreads Author), 3.70 ,338,179,https://www.goodreads.com/book/show/16010408,https://www.goodreads.com/author/show/6527960.Nadiyka_Gerbish
Море для шульги,Павло Коробчук (Goodreads Author), 3.80 ,20,179,https://www.goodreads.com/book/show/16033066,https://www.goodreads.com/author/show/6534940._
Дочекатися музики. Лекції – бесіди,Валентин Сильвестров, 4.80 ,10,177,https://www.goodreads.com/book/show/15746938,https://www.goodreads.com/author/show/6439943._
The Night Before Christmas,Nikolai Gogol, 3.81 ,2.72,175,https://www.goodreads.com/book/show/20893322-the-night-before-christmas,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Freud ,Irena Karpa, 2.90 ,121,172,https://www.goodreads.com/book/show/6665180-freud-by-p-aka,https://www.goodreads.com/author/show/3003504.Irena_Karpa
Square Of Angels: Selected Poems,Bohdan-Ihor Antonych, 4.00 ,8,170,https://www.goodreads.com/book/show/1206105.Square_Of_Angels,https://www.goodreads.com/author/show/585673.Bohdan_Ihor_Antonych
The Case of the General's Thumb,Andrey Kurkov, 3.32 ,556,169,https://www.goodreads.com/book/show/522020.The_Case_of_the_General_s_Thumb,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Herbstfeuer,Andrey Kurkov, 3.77 ,13,162,https://www.goodreads.com/book/show/7647364-herbstfeuer,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Тигролови,Ivan Bahrianyi, 4.51 ,1.949,161,https://www.goodreads.com/book/show/11729590,https://www.goodreads.com/author/show/14109101.Ivan_Bahrianyi
Цвіт яблуні,Mykhailo Kotsiubynsky, 4.59 ,176,160,https://www.goodreads.com/book/show/21700599,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky
The Cultural Renaissance in Ukraine: Polemical Pamphlets 1925-26,Mykola Khvylovy, 4.17 ,12,159,https://www.goodreads.com/book/show/4825927-the-cultural-renaissance-in-ukraine,https://www.goodreads.com/author/show/16706199.Mykola_Khvylovy
Die Selbstmordrate Bei Clowns,Serhiy Zhadan, 3.67 ,3,153,https://www.goodreads.com/book/show/7187997-die-selbstmordrate-bei-clowns,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
В країні сонячних зайчиків,Vsevolod Nestayko, 4.51 ,154,143,https://www.goodreads.com/book/show/16053447,https://www.goodreads.com/author/show/5156729.Vsevolod_Nestayko
Невеличка драма,Valerian Pidmohylny, 4.46 ,171,143,https://www.goodreads.com/book/show/17205244,https://www.goodreads.com/author/show/6877491.Valerian_Pidmohylny
Маруся,Григорій Квітка-Основ'яненко, 3.63 ,336,142,https://www.goodreads.com/book/show/16053422,https://www.goodreads.com/author/show/6541752._
Господні комарики,Віталій Жежера, 4.54 ,13,132,https://www.goodreads.com/book/show/25059934,https://www.goodreads.com/author/show/13564205._
